region,cancer_site,sex,year,incidences_all_ages,incidences_age_under5,incidences_age5to9,incidences_age10to14,incidences_age15to19,incidences_age20to24,incidences_age25to29,incidences_age30to34,incidences_age35to39,incidences_age40to44,incidences_age45to49,incidences_age50to54,incidences_age55to59,incidences_age60to64,incidences_age65to69,incidences_age70to74,incidences_age75to79,incidences_age80to84,incidences_age85to89,incidences_age90and_over
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2015,62,0,0,0,0,0,0,0,0,1,0,0,9,2,9,12,9,10,7,3
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2016,53,0,0,0,0,0,0,0,0,0,3,1,1,7,8,8,8,8,5,4
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2017,53,0,0,0,0,0,0,0,1,1,0,2,4,3,6,7,12,10,5,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2018,67,0,0,0,0,0,0,1,0,2,3,0,2,4,11,9,12,12,9,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2019,58,0,0,0,0,0,0,1,0,1,0,1,5,3,5,4,14,17,5,2
South East of Scotland,Multiple myeloma and malignant plasma cell neoplasms,Female,2020,44,0,0,0,0,0,0,0,0,0,0,1,3,3,5,6,9,10,5,2
South East of Scotland,Non-Hodgkin lymphoma,All,1996,235,1,1,0,0,5,3,4,10,10,14,15,17,28,19,37,30,28,11,2
South East of Scotland,Non-Hodgkin lymphoma,All,1997,231,1,3,1,3,2,3,2,6,1,8,15,16,22,25,34,41,24,18,6
South East of Scotland,Non-Hodgkin lymphoma,All,1998,251,0,2,1,0,0,4,7,5,9,17,22,16,22,34,36,34,26,11,5
South East of Scotland,Non-Hodgkin lymphoma,All,1999,230,0,1,0,1,6,3,2,6,4,8,21,21,14,33,40,29,26,15,0
South East of Scotland,Non-Hodgkin lymphoma,All,2000,241,1,2,0,0,0,3,5,5,12,12,15,14,20,31,38,41,27,12,3
South East of Scotland,Non-Hodgkin lymphoma,All,2001,261,0,1,1,0,1,1,3,3,8,8,27,21,27,39,46,45,17,8,5
South East of Scotland,Non-Hodgkin lymphoma,All,2002,240,0,0,1,4,1,2,5,4,13,7,19,24,27,30,39,27,22,9,6
South East of Scotland,Non-Hodgkin lymphoma,All,2003,269,0,0,1,1,0,4,8,6,10,13,19,23,24,34,39,34,31,12,10
South East of Scotland,Non-Hodgkin lymphoma,All,2004,241,0,0,1,2,1,4,2,3,10,7,20,28,32,27,40,32,18,9,5
South East of Scotland,Non-Hodgkin lymphoma,All,2005,287,0,0,2,1,2,2,2,8,8,12,17,28,39,31,43,44,31,12,5
South East of Scotland,Non-Hodgkin lymphoma,All,2006,291,0,0,1,1,2,1,6,11,7,9,29,26,33,35,43,31,32,18,6
South East of Scotland,Non-Hodgkin lymphoma,All,2007,307,0,1,2,0,2,5,5,6,10,17,16,24,38,31,43,42,35,19,11
South East of Scotland,Non-Hodgkin lymphoma,All,2008,240,0,1,0,1,2,2,1,4,3,11,14,29,30,34,40,25,23,15,5
South East of Scotland,Non-Hodgkin lymphoma,All,2009,302,1,1,1,2,0,3,3,7,9,16,21,26,38,43,33,46,28,20,4
South East of Scotland,Non-Hodgkin lymphoma,All,2010,308,0,0,0,0,2,2,2,6,15,14,27,26,45,24,55,33,38,12,7
South East of Scotland,Non-Hodgkin lymphoma,All,2011,295,0,1,0,1,5,1,3,4,11,20,19,16,27,33,50,37,37,23,7
South East of Scotland,Non-Hodgkin lymphoma,All,2012,333,1,0,1,1,1,3,6,6,14,12,21,28,39,36,44,51,39,21,9
South East of Scotland,Non-Hodgkin lymphoma,All,2013,338,0,1,0,5,1,4,4,3,6,25,20,21,46,50,56,48,25,18,5
South East of Scotland,Non-Hodgkin lymphoma,All,2014,324,0,0,1,2,2,3,4,2,12,11,18,23,25,47,55,51,32,26,10
South East of Scotland,Non-Hodgkin lymphoma,All,2015,323,0,0,0,2,2,1,4,6,6,16,14,24,34,45,49,47,40,26,7
South East of Scotland,Non-Hodgkin lymphoma,All,2016,314,1,0,1,1,2,2,4,4,7,15,18,26,36,54,44,34,34,20,11
South East of Scotland,Non-Hodgkin lymphoma,All,2017,312,0,1,1,0,1,0,5,4,9,7,19,29,30,37,48,51,40,19,11
South East of Scotland,Non-Hodgkin lymphoma,All,2018,287,0,0,1,0,1,1,1,3,10,13,13,28,23,43,43,42,45,15,5
South East of Scotland,Non-Hodgkin lymphoma,All,2019,300,0,1,0,2,2,4,4,5,4,5,22,25,36,32,52,48,39,14,5
South East of Scotland,Non-Hodgkin lymphoma,All,2020,294,1,0,0,0,2,2,5,3,9,9,18,22,31,48,45,38,41,16,4
South East of Scotland,Non-Hodgkin lymphoma,Male,1996,118,1,1,0,0,3,3,3,6,7,9,7,5,15,9,22,12,12,3,0
South East of Scotland,Non-Hodgkin lymphoma,Male,1997,105,1,2,1,2,1,1,1,4,1,3,10,9,10,15,13,13,11,6,1
South East of Scotland,Non-Hodgkin lymphoma,Male,1998,132,0,2,1,0,0,2,2,4,6,6,10,9,15,15,20,20,15,4,1
South East of Scotland,Non-Hodgkin lymphoma,Male,1999,114,0,1,0,1,5,1,1,4,1,3,10,10,9,18,21,12,10,7,0
South East of Scotland,Non-Hodgkin lymphoma,Male,2000,123,1,1,0,0,0,3,5,4,7,7,6,9,8,13,21,21,14,2,1
South East of Scotland,Non-Hodgkin lymphoma,Male,2001,143,0,1,1,0,0,1,2,2,4,7,15,11,16,26,19,21,10,4,3
South East of Scotland,Non-Hodgkin lymphoma,Male,2002,128,0,0,1,2,1,2,4,2,11,5,9,10,16,16,21,10,11,3,4
South East of Scotland,Non-Hodgkin lymphoma,Male,2003,147,0,0,1,1,0,1,3,4,10,10,12,13,15,19,20,18,13,5,2
South East of Scotland,Non-Hodgkin lymphoma,Male,2004,136,0,0,1,1,1,2,1,2,5,5,14,18,20,14,21,16,9,3,3
South East of Scotland,Non-Hodgkin lymphoma,Male,2005,148,0,0,2,1,2,1,2,3,6,4,9,18,21,18,24,19,15,3,0
South East of Scotland,Non-Hodgkin lymphoma,Male,2006,157,0,0,1,0,2,1,4,5,4,8,15,15,13,21,24,21,13,7,3
South East of Scotland,Non-Hodgkin lymphoma,Male,2007,161,0,1,1,0,1,4,2,3,5,9,12,15,22,14,21,21,20,7,3
South East of Scotland,Non-Hodgkin lymphoma,Male,2008,121,0,1,0,1,1,1,1,3,1,4,9,12,12,17,23,9,14,8,4
South East of Scotland,Non-Hodgkin lymphoma,Male,2009,158,0,1,0,1,0,2,2,5,8,13,11,12,19,24,16,26,10,7,1
South East of Scotland,Non-Hodgkin lymphoma,Male,2010,150,0,0,0,0,0,2,0,4,6,7,15,14,22,16,24,18,19,3,0
South East of Scotland,Non-Hodgkin lymphoma,Male,2011,153,0,1,0,1,5,0,3,3,6,14,10,6,16,17,26,17,16,9,3
South East of Scotland,Non-Hodgkin lymphoma,Male,2012,168,1,0,0,0,1,1,5,2,6,6,13,17,24,20,20,22,20,6,4
South East of Scotland,Non-Hodgkin lymphoma,Male,2013,178,0,1,0,5,0,1,1,2,6,12,11,14,25,23,27,24,14,9,3
South East of Scotland,Non-Hodgkin lymphoma,Male,2014,176,0,0,1,1,1,1,4,2,6,4,12,12,15,32,31,21,19,10,4
South East of Scotland,Non-Hodgkin lymphoma,Male,2015,172,0,0,0,0,0,1,2,4,5,10,5,12,22,26,29,26,15,14,1
South East of Scotland,Non-Hodgkin lymphoma,Male,2016,181,1,0,1,0,2,1,2,3,3,13,10,15,17,36,27,12,20,12,6
South East of Scotland,Non-Hodgkin lymphoma,Male,2017,161,0,0,1,0,0,0,5,3,6,6,11,18,15,16,19,28,22,8,3
South East of Scotland,Non-Hodgkin lymphoma,Male,2018,166,0,0,1,0,1,0,0,2,6,10,10,17,17,21,23,19,26,11,2
South East of Scotland,Non-Hodgkin lymphoma,Male,2019,173,0,1,0,2,0,0,4,2,3,3,11,16,23,17,33,28,22,7,1
South East of Scotland,Non-Hodgkin lymphoma,Male,2020,169,1,0,0,0,1,0,5,1,5,7,9,13,21,28,24,22,23,8,1
South East of Scotland,Non-Hodgkin lymphoma,Female,1996,117,0,0,0,0,2,0,1,4,3,5,8,12,13,10,15,18,16,8,2
South East of Scotland,Non-Hodgkin lymphoma,Female,1997,126,0,1,0,1,1,2,1,2,0,5,5,7,12,10,21,28,13,12,5
South East of Scotland,Non-Hodgkin lymphoma,Female,1998,119,0,0,0,0,0,2,5,1,3,11,12,7,7,19,16,14,11,7,4
South East of Scotland,Non-Hodgkin lymphoma,Female,1999,116,0,0,0,0,1,2,1,2,3,5,11,11,5,15,19,17,16,8,0
South East of Scotland,Non-Hodgkin lymphoma,Female,2000,118,0,1,0,0,0,0,0,1,5,5,9,5,12,18,17,20,13,10,2
South East of Scotland,Non-Hodgkin lymphoma,Female,2001,118,0,0,0,0,1,0,1,1,4,1,12,10,11,13,27,24,7,4,2
South East of Scotland,Non-Hodgkin lymphoma,Female,2002,112,0,0,0,2,0,0,1,2,2,2,10,14,11,14,18,17,11,6,2
South East of Scotland,Non-Hodgkin lymphoma,Female,2003,122,0,0,0,0,0,3,5,2,0,3,7,10,9,15,19,16,18,7,8
South East of Scotland,Non-Hodgkin lymphoma,Female,2004,105,0,0,0,1,0,2,1,1,5,2,6,10,12,13,19,16,9,6,2
South East of Scotland,Non-Hodgkin lymphoma,Female,2005,139,0,0,0,0,0,1,0,5,2,8,8,10,18,13,19,25,16,9,5
South East of Scotland,Non-Hodgkin lymphoma,Female,2006,134,0,0,0,1,0,0,2,6,3,1,14,11,20,14,19,10,19,11,3
South East of Scotland,Non-Hodgkin lymphoma,Female,2007,146,0,0,1,0,1,1,3,3,5,8,4,9,16,17,22,21,15,12,8
South East of Scotland,Non-Hodgkin lymphoma,Female,2008,119,0,0,0,0,1,1,0,1,2,7,5,17,18,17,17,16,9,7,1
South East of Scotland,Non-Hodgkin lymphoma,Female,2009,144,1,0,1,1,0,1,1,2,1,3,10,14,19,19,17,20,18,13,3
South East of Scotland,Non-Hodgkin lymphoma,Female,2010,158,0,0,0,0,2,0,2,2,9,7,12,12,23,8,31,15,19,9,7
South East of Scotland,Non-Hodgkin lymphoma,Female,2011,142,0,0,0,0,0,1,0,1,5,6,9,10,11,16,24,20,21,14,4
South East of Scotland,Non-Hodgkin lymphoma,Female,2012,165,0,0,1,1,0,2,1,4,8,6,8,11,15,16,24,29,19,15,5
South East of Scotland,Non-Hodgkin lymphoma,Female,2013,160,0,0,0,0,1,3,3,1,0,13,9,7,21,27,29,24,11,9,2
South East of Scotland,Non-Hodgkin lymphoma,Female,2014,148,0,0,0,1,1,2,0,0,6,7,6,11,10,15,24,30,13,16,6
South East of Scotland,Non-Hodgkin lymphoma,Female,2015,151,0,0,0,2,2,0,2,2,1,6,9,12,12,19,20,21,25,12,6
South East of Scotland,Non-Hodgkin lymphoma,Female,2016,133,0,0,0,1,0,1,2,1,4,2,8,11,19,18,17,22,14,8,5
South East of Scotland,Non-Hodgkin lymphoma,Female,2017,151,0,1,0,0,1,0,0,1,3,1,8,11,15,21,29,23,18,11,8
South East of Scotland,Non-Hodgkin lymphoma,Female,2018,121,0,0,0,0,0,1,1,1,4,3,3,11,6,22,20,23,19,4,3
South East of Scotland,Non-Hodgkin lymphoma,Female,2019,127,0,0,0,0,2,4,0,3,1,2,11,9,13,15,19,20,17,7,4
South East of Scotland,Non-Hodgkin lymphoma,Female,2020,125,0,0,0,0,1,2,0,2,4,2,9,9,10,20,21,16,18,8,3
South East of Scotland,Oesophagus,All,1996,219,0,0,0,0,0,0,0,0,1,6,9,17,24,27,41,39,34,12,9
South East of Scotland,Oesophagus,All,1997,232,0,0,0,0,0,0,0,3,2,6,14,23,27,31,36,33,29,20,8
South East of Scotland,Oesophagus,All,1998,202,0,0,0,0,0,0,0,1,5,4,14,17,17,22,42,39,22,15,4
South East of Scotland,Oesophagus,All,1999,203,0,0,0,0,0,0,0,1,3,5,7,11,29,30,36,44,13,15,9
South East of Scotland,Oesophagus,All,2000,209,0,0,0,0,0,0,0,1,0,3,16,8,23,31,26,49,26,17,9
South East of Scotland,Oesophagus,All,2001,221,0,0,0,1,0,0,0,1,3,3,13,17,22,31,31,39,37,12,11
South East of Scotland,Oesophagus,All,2002,205,0,0,0,0,0,0,0,0,1,4,11,18,24,31,40,37,16,13,10
South East of Scotland,Oesophagus,All,2003,214,0,0,0,0,0,0,1,1,4,4,7,17,29,23,24,40,33,16,15
South East of Scotland,Oesophagus,All,2004,243,0,0,0,0,0,0,0,0,1,2,14,21,23,36,39,44,40,14,9
South East of Scotland,Oesophagus,All,2005,211,0,0,0,0,0,0,0,1,2,10,8,23,18,33,25,43,30,11,7
South East of Scotland,Oesophagus,All,2006,209,0,0,0,0,0,0,0,2,2,4,13,16,33,15,36,30,36,13,9
South East of Scotland,Oesophagus,All,2007,219,0,0,0,0,0,1,0,0,2,3,17,19,25,35,23,36,30,17,11
South East of Scotland,Oesophagus,All,2008,217,0,0,0,0,0,0,0,2,0,5,14,17,24,24,40,43,26,18,4
South East of Scotland,Oesophagus,All,2009,209,0,0,0,0,0,0,0,0,2,4,9,18,32,24,38,36,21,16,9
South East of Scotland,Oesophagus,All,2010,234,0,0,0,0,0,0,0,0,2,6,8,24,32,27,32,41,30,25,7
South East of Scotland,Oesophagus,All,2011,228,0,0,0,0,0,0,0,0,6,5,11,16,34,35,29,35,25,23,9
South East of Scotland,Oesophagus,All,2012,224,0,0,0,0,0,0,0,1,1,3,5,13,30,35,41,35,30,13,17
South East of Scotland,Oesophagus,All,2013,237,0,0,0,0,0,0,1,2,3,9,12,22,29,31,35,27,32,20,14
South East of Scotland,Oesophagus,All,2014,249,0,0,0,0,0,0,0,2,1,7,9,12,33,31,48,45,24,26,11
South East of Scotland,Oesophagus,All,2015,230,0,0,0,0,0,0,0,2,1,2,5,17,23,42,38,32,37,21,10
South East of Scotland,Oesophagus,All,2016,224,0,0,0,0,0,0,0,0,2,9,8,21,21,35,37,39,28,17,7
South East of Scotland,Oesophagus,All,2017,223,0,0,0,0,0,0,0,0,1,4,6,18,23,32,36,32,37,19,15
South East of Scotland,Oesophagus,All,2018,226,0,0,0,0,0,0,0,0,0,1,5,12,26,34,47,36,29,25,11
South East of Scotland,Oesophagus,All,2019,236,0,0,0,0,0,0,0,1,1,9,12,23,28,39,32,32,28,21,10
South East of Scotland,Oesophagus,All,2020,234,0,0,0,0,0,0,0,1,3,2,12,13,26,41,38,33,36,17,12
South East of Scotland,Oesophagus,Male,1996,110,0,0,0,0,0,0,0,0,1,5,7,11,17,16,19,14,14,3,3
South East of Scotland,Oesophagus,Male,1997,143,0,0,0,0,0,0,0,3,2,6,10,22,17,17,20,20,14,9,3
South East of Scotland,Oesophagus,Male,1998,125,0,0,0,0,0,0,0,1,3,4,10,15,11,15,26,20,14,5,1
South East of Scotland,Oesophagus,Male,1999,106,0,0,0,0,0,0,0,1,3,3,5,7,14,22,16,24,5,3,3
South East of Scotland,Oesophagus,Male,2000,122,0,0,0,0,0,0,0,1,0,1,14,6,20,22,11,28,10,7,2
South East of Scotland,Oesophagus,Male,2001,126,0,0,0,0,0,0,0,0,2,3,12,12,17,21,15,24,16,4,0
South East of Scotland,Oesophagus,Male,2002,117,0,0,0,0,0,0,0,0,1,3,11,12,16,17,25,20,6,3,3
South East of Scotland,Oesophagus,Male,2003,129,0,0,0,0,0,0,0,1,3,3,5,13,22,16,15,22,16,5,8
South East of Scotland,Oesophagus,Male,2004,148,0,0,0,0,0,0,0,0,1,1,11,16,15,23,26,29,14,7,5
South East of Scotland,Oesophagus,Male,2005,125,0,0,0,0,0,0,0,1,2,7,6,15,14,22,16,20,14,6,2
South East of Scotland,Oesophagus,Male,2006,131,0,0,0,0,0,0,0,2,2,2,11,13,22,11,26,16,15,7,4
South East of Scotland,Oesophagus,Male,2007,140,0,0,0,0,0,1,0,0,2,2,15,15,20,22,16,21,14,9,3
South East of Scotland,Oesophagus,Male,2008,147,0,0,0,0,0,0,0,1,0,4,11,15,18,17,32,23,13,12,1
South East of Scotland,Oesophagus,Male,2009,136,0,0,0,0,0,0,0,0,2,4,7,12,26,21,21,22,12,6,3
South East of Scotland,Oesophagus,Male,2010,140,0,0,0,0,0,0,0,0,2,4,6,14,24,20,17,27,13,12,1
South East of Scotland,Oesophagus,Male,2011,149,0,0,0,0,0,0,0,0,4,5,7,12,29,24,20,22,14,10,2
South East of Scotland,Oesophagus,Male,2012,145,0,0,0,0,0,0,0,1,1,3,3,11,24,31,28,17,12,7,7
South East of Scotland,Oesophagus,Male,2013,155,0,0,0,0,0,0,0,1,2,8,8,20,22,21,26,17,14,10,6
South East of Scotland,Oesophagus,Male,2014,166,0,0,0,0,0,0,0,1,1,4,6,10,27,21,34,30,14,14,4
South East of Scotland,Oesophagus,Male,2015,147,0,0,0,0,0,0,0,2,1,1,4,8,17,33,26,21,18,10,6
South East of Scotland,Oesophagus,Male,2016,145,0,0,0,0,0,0,0,0,1,7,7,14,11,29,22,24,15,11,4
South East of Scotland,Oesophagus,Male,2017,143,0,0,0,0,0,0,0,0,0,3,5,14,18,18,25,24,22,8,6
South East of Scotland,Oesophagus,Male,2018,144,0,0,0,0,0,0,0,0,0,0,4,10,19,26,34,22,15,10,4
South East of Scotland,Oesophagus,Male,2019,159,0,0,0,0,0,0,0,0,1,4,10,18,20,24,27,24,16,9,6
South East of Scotland,Oesophagus,Male,2020,155,0,0,0,0,0,0,0,1,2,2,7,9,19,31,26,18,26,7,7
South East of Scotland,Oesophagus,Female,1996,109,0,0,0,0,0,0,0,0,0,1,2,6,7,11,22,25,20,9,6
South East of Scotland,Oesophagus,Female,1997,89,0,0,0,0,0,0,0,0,0,0,4,1,10,14,16,13,15,11,5
South East of Scotland,Oesophagus,Female,1998,77,0,0,0,0,0,0,0,0,2,0,4,2,6,7,16,19,8,10,3
South East of Scotland,Oesophagus,Female,1999,97,0,0,0,0,0,0,0,0,0,2,2,4,15,8,20,20,8,12,6
South East of Scotland,Oesophagus,Female,2000,87,0,0,0,0,0,0,0,0,0,2,2,2,3,9,15,21,16,10,7
South East of Scotland,Oesophagus,Female,2001,95,0,0,0,1,0,0,0,1,1,0,1,5,5,10,16,15,21,8,11
South East of Scotland,Oesophagus,Female,2002,88,0,0,0,0,0,0,0,0,0,1,0,6,8,14,15,17,10,10,7
South East of Scotland,Oesophagus,Female,2003,85,0,0,0,0,0,0,1,0,1,1,2,4,7,7,9,18,17,11,7
South East of Scotland,Oesophagus,Female,2004,95,0,0,0,0,0,0,0,0,0,1,3,5,8,13,13,15,26,7,4
South East of Scotland,Oesophagus,Female,2005,86,0,0,0,0,0,0,0,0,0,3,2,8,4,11,9,23,16,5,5
South East of Scotland,Oesophagus,Female,2006,78,0,0,0,0,0,0,0,0,0,2,2,3,11,4,10,14,21,6,5
South East of Scotland,Oesophagus,Female,2007,79,0,0,0,0,0,0,0,0,0,1,2,4,5,13,7,15,16,8,8
South East of Scotland,Oesophagus,Female,2008,70,0,0,0,0,0,0,0,1,0,1,3,2,6,7,8,20,13,6,3
South East of Scotland,Oesophagus,Female,2009,73,0,0,0,0,0,0,0,0,0,0,2,6,6,3,17,14,9,10,6
South East of Scotland,Oesophagus,Female,2010,94,0,0,0,0,0,0,0,0,0,2,2,10,8,7,15,14,17,13,6
South East of Scotland,Oesophagus,Female,2011,79,0,0,0,0,0,0,0,0,2,0,4,4,5,11,9,13,11,13,7
South East of Scotland,Oesophagus,Female,2012,79,0,0,0,0,0,0,0,0,0,0,2,2,6,4,13,18,18,6,10
South East of Scotland,Oesophagus,Female,2013,82,0,0,0,0,0,0,1,1,1,1,4,2,7,10,9,10,18,10,8
South East of Scotland,Oesophagus,Female,2014,83,0,0,0,0,0,0,0,1,0,3,3,2,6,10,14,15,10,12,7
South East of Scotland,Oesophagus,Female,2015,83,0,0,0,0,0,0,0,0,0,1,1,9,6,9,12,11,19,11,4
South East of Scotland,Oesophagus,Female,2016,79,0,0,0,0,0,0,0,0,1,2,1,7,10,6,15,15,13,6,3
South East of Scotland,Oesophagus,Female,2017,80,0,0,0,0,0,0,0,0,1,1,1,4,5,14,11,8,15,11,9
South East of Scotland,Oesophagus,Female,2018,82,0,0,0,0,0,0,0,0,0,1,1,2,7,8,13,14,14,15,7
South East of Scotland,Oesophagus,Female,2019,77,0,0,0,0,0,0,0,1,0,5,2,5,8,15,5,8,12,12,4
South East of Scotland,Oesophagus,Female,2020,79,0,0,0,0,0,0,0,0,1,0,5,4,7,10,12,15,10,10,5
South East of Scotland,Pancreas,All,1996,197,1,0,0,0,0,0,0,3,3,4,7,18,23,17,31,39,28,15,8
South East of Scotland,Pancreas,All,1997,177,0,0,0,1,0,0,0,0,1,3,4,7,21,29,26,27,34,17,7
South East of Scotland,Pancreas,All,1998,174,0,0,0,0,0,0,1,0,1,4,7,7,19,22,33,31,26,14,9
South East of Scotland,Pancreas,All,1999,163,0,0,0,0,0,0,0,0,1,2,8,12,17,27,25,38,19,9,5
South East of Scotland,Pancreas,All,2000,186,0,0,0,0,0,0,0,1,3,1,5,20,20,15,30,37,22,24,8
South East of Scotland,Pancreas,All,2001,155,0,0,0,0,0,0,0,1,1,4,12,9,17,25,18,18,31,15,4
South East of Scotland,Pancreas,All,2002,175,0,0,0,0,0,0,2,3,2,3,6,16,24,20,36,22,23,15,3
South East of Scotland,Pancreas,All,2003,177,0,0,0,0,0,0,0,2,0,10,7,14,19,17,33,30,31,8,6
South East of Scotland,Pancreas,All,2004,168,0,0,0,0,0,0,1,1,2,2,12,12,20,24,20,24,31,14,5
South East of Scotland,Pancreas,All,2005,159,0,0,0,0,0,0,0,2,2,3,6,15,19,19,30,30,14,14,5
South East of Scotland,Pancreas,All,2006,187,0,0,0,0,0,0,0,1,1,4,16,14,17,22,30,24,30,13,15
South East of Scotland,Pancreas,All,2007,188,0,0,0,0,0,0,1,0,3,4,5,11,19,27,26,29,35,14,14
South East of Scotland,Pancreas,All,2008,205,0,0,0,0,0,0,0,1,2,5,10,18,21,24,30,22,39,22,11
South East of Scotland,Pancreas,All,2009,208,0,0,0,0,1,0,0,0,4,4,8,15,17,27,39,33,35,19,6
South East of Scotland,Pancreas,All,2010,193,0,0,0,0,0,0,0,1,2,4,5,15,13,33,24,34,35,15,12
South East of Scotland,Pancreas,All,2011,203,0,0,0,0,1,0,0,3,3,3,8,10,26,28,29,35,26,16,15
South East of Scotland,Pancreas,All,2012,220,0,0,0,0,0,0,1,0,1,2,14,17,28,26,33,38,32,19,9
South East of Scotland,Pancreas,All,2013,196,0,0,0,0,0,0,2,1,0,3,10,8,19,31,36,25,33,16,12
South East of Scotland,Pancreas,All,2014,203,0,0,0,0,1,0,0,1,1,3,6,16,13,39,24,41,25,20,13
South East of Scotland,Pancreas,All,2015,231,0,0,0,1,0,0,0,0,2,7,9,21,24,32,34,33,32,24,12
South East of Scotland,Pancreas,All,2016,216,0,0,0,0,0,0,1,2,2,7,9,13,19,33,44,34,31,9,12
South East of Scotland,Pancreas,All,2017,223,0,0,0,1,0,0,0,0,3,3,11,8,20,32,46,34,41,14,10
South East of Scotland,Pancreas,All,2018,229,0,0,0,0,0,0,0,0,0,4,7,16,21,30,46,32,36,28,9
South East of Scotland,Pancreas,All,2019,275,0,0,0,1,0,0,0,2,3,6,6,21,24,45,52,47,40,21,7
South East of Scotland,Pancreas,All,2020,251,0,0,0,0,0,0,2,1,5,5,7,16,28,21,45,50,37,24,10
South East of Scotland,Pancreas,Male,1996,93,1,0,0,0,0,0,0,3,2,2,3,8,12,8,21,18,12,2,1
South East of Scotland,Pancreas,Male,1997,85,0,0,0,0,0,0,0,0,1,2,1,5,13,10,18,13,14,6,2
South East of Scotland,Pancreas,Male,1998,80,0,0,0,0,0,0,0,0,1,3,4,1,8,9,15,22,9,8,0
South East of Scotland,Pancreas,Male,1999,73,0,0,0,0,0,0,0,0,0,1,6,6,11,16,9,16,5,2,1
South East of Scotland,Pancreas,Male,2000,90,0,0,0,0,0,0,0,0,2,1,4,11,11,9,18,12,11,8,3
South East of Scotland,Pancreas,Male,2001,65,0,0,0,0,0,0,0,1,0,2,9,3,9,12,6,8,12,2,1
South East of Scotland,Pancreas,Male,2002,87,0,0,0,0,0,0,2,3,1,2,3,12,10,9,19,13,7,6,0
South East of Scotland,Pancreas,Male,2003,75,0,0,0,0,0,0,0,0,0,4,4,9,7,11,16,12,9,1,2
South East of Scotland,Pancreas,Male,2004,76,0,0,0,0,0,0,1,0,0,0,5,7,13,10,9,10,15,6,0
South East of Scotland,Pancreas,Male,2005,77,0,0,0,0,0,0,0,2,2,1,5,7,12,7,14,16,5,5,1
South East of Scotland,Pancreas,Male,2006,88,0,0,0,0,0,0,0,0,0,2,10,7,8,13,19,10,12,4,3
South East of Scotland,Pancreas,Male,2007,86,0,0,0,0,0,0,0,0,1,1,2,7,13,15,15,11,13,4,4
South East of Scotland,Pancreas,Male,2008,105,0,0,0,0,0,0,0,1,1,5,4,13,11,12,17,12,16,10,3
South East of Scotland,Pancreas,Male,2009,111,0,0,0,0,0,0,0,0,1,2,5,4,10,19,27,15,19,8,1
South East of Scotland,Pancreas,Male,2010,94,0,0,0,0,0,0,0,0,1,3,3,11,7,17,14,16,12,7,3
South East of Scotland,Pancreas,Male,2011,101,0,0,0,0,0,0,0,2,2,2,5,2,14,15,14,23,12,8,2
South East of Scotland,Pancreas,Male,2012,109,0,0,0,0,0,0,0,0,0,1,8,11,18,14,18,16,10,11,2
South East of Scotland,Pancreas,Male,2013,109,0,0,0,0,0,0,1,0,0,1,7,4,13,20,20,16,18,6,3
South East of Scotland,Pancreas,Male,2014,87,0,0,0,0,1,0,0,1,0,1,4,4,8,21,12,14,10,8,3
South East of Scotland,Pancreas,Male,2015,124,0,0,0,1,0,0,0,0,2,4,5,14,15,19,19,19,16,4,6
South East of Scotland,Pancreas,Male,2016,116,0,0,0,0,0,0,1,2,0,5,5,9,10,18,27,14,14,7,4
South East of Scotland,Pancreas,Male,2017,118,0,0,0,0,0,0,0,0,2,2,7,5,10,20,25,14,20,7,6
South East of Scotland,Pancreas,Male,2018,107,0,0,0,0,0,0,0,0,0,2,5,8,11,13,23,18,15,9,3
South East of Scotland,Pancreas,Male,2019,146,0,0,0,1,0,0,0,2,3,0,3,10,10,25,30,23,24,12,3
South East of Scotland,Pancreas,Male,2020,139,0,0,0,0,0,0,0,0,3,1,3,9,17,13,30,30,21,9,3
South East of Scotland,Pancreas,Female,1996,104,0,0,0,0,0,0,0,0,1,2,4,10,11,9,10,21,16,13,7
South East of Scotland,Pancreas,Female,1997,92,0,0,0,1,0,0,0,0,0,1,3,2,8,19,8,14,20,11,5
South East of Scotland,Pancreas,Female,1998,94,0,0,0,0,0,0,1,0,0,1,3,6,11,13,18,9,17,6,9
South East of Scotland,Pancreas,Female,1999,90,0,0,0,0,0,0,0,0,1,1,2,6,6,11,16,22,14,7,4
South East of Scotland,Pancreas,Female,2000,96,0,0,0,0,0,0,0,1,1,0,1,9,9,6,12,25,11,16,5
South East of Scotland,Pancreas,Female,2001,90,0,0,0,0,0,0,0,0,1,2,3,6,8,13,12,10,19,13,3
South East of Scotland,Pancreas,Female,2002,88,0,0,0,0,0,0,0,0,1,1,3,4,14,11,17,9,16,9,3
South East of Scotland,Pancreas,Female,2003,102,0,0,0,0,0,0,0,2,0,6,3,5,12,6,17,18,22,7,4
South East of Scotland,Pancreas,Female,2004,92,0,0,0,0,0,0,0,1,2,2,7,5,7,14,11,14,16,8,5
South East of Scotland,Pancreas,Female,2005,82,0,0,0,0,0,0,0,0,0,2,1,8,7,12,16,14,9,9,4
South East of Scotland,Pancreas,Female,2006,99,0,0,0,0,0,0,0,1,1,2,6,7,9,9,11,14,18,9,12
